County,Date,Hour,Predicted
Val Verde,2/26/2016,10,97.64
Val Verde,2/26/2016,11,93.06
Val Verde,2/26/2016,12,87.94
Val Verde,2/26/2016,13,83.79
Val Verde,2/26/2016,14,81.49
Val Verde,2/26/2016,15,79.48
Val Verde,2/26/2016,16,78.22
Val Verde,2/26/2016,17,78.19
Val Verde,2/26/2016,18,78.10
Val Verde,2/26/2016,19,80.45
Val Verde,2/26/2016,20,84.01
Val Verde,2/26/2016,21,84.44
Val Verde,2/26/2016,22,83.22
Val Verde,2/26/2016,23,80.68
Val Verde,2/26/2016,24,78.12
Sutton,2/26/2016,1,6.59
Sutton,2/26/2016,2,6.64
Sutton,2/26/2016,3,6.73
Sutton,2/26/2016,4,6.89
Sutton,2/26/2016,5,7.18
Sutton,2/26/2016,6,7.72
Sutton,2/26/2016,7,8.58
Sutton,2/26/2016,8,8.88
Sutton,2/26/2016,9,8.40
Sutton,2/26/2016,10,7.92
Sutton,2/26/2016,11,7.55
Sutton,2/26/2016,12,7.13
Sutton,2/26/2016,13,6.80
Sutton,2/26/2016,14,6.61
Sutton,2/26/2016,15,6.45
Sutton,2/26/2016,16,6.34
Sutton,2/26/2016,17,6.34
Sutton,2/26/2016,18,6.33
Sutton,2/26/2016,19,6.52
Sutton,2/26/2016,20,6.81
Sutton,2/26/2016,21,6.85
Sutton,2/26/2016,22,6.75
Sutton,2/26/2016,23,6.54
Sutton,2/26/2016,24,6.34
Jones,2/26/2016,1,33.10
Jones,2/26/2016,2,33.30
Jones,2/26/2016,3,33.76
Jones,2/26/2016,4,34.57
Jones,2/26/2016,5,36.05
Jones,2/26/2016,6,38.73
Jones,2/26/2016,7,43.08
Jones,2/26/2016,8,44.57
Jones,2/26/2016,9,42.15
Jones,2/26/2016,10,39.75
Jones,2/26/2016,11,37.88
Jones,2/26/2016,12,35.80
Jones,2/26/2016,13,34.11
Jones,2/26/2016,14,33.17
Jones,2/26/2016,15,32.35
Jones,2/26/2016,16,31.84
Jones,2/26/2016,17,31.83
Jones,2/26/2016,18,31.79
Jones,2/26/2016,19,32.75
Jones,2/26/2016,20,34.20
Jones,2/26/2016,21,34.37
Jones,2/26/2016,22,33.88
Jones,2/26/2016,23,32.84
Jones,2/26/2016,24,31.80
Schleicher,2/26/2016,1,5.25
Schleicher,2/26/2016,2,5.28
Schleicher,2/26/2016,3,5.35
Schleicher,2/26/2016,4,5.48
Schleicher,2/26/2016,5,5.72
Schleicher,2/26/2016,6,6.14
Schleicher,2/26/2016,7,6.83
Schleicher,2/26/2016,8,7.07
Schleicher,2/26/2016,9,6.69
Schleicher,2/26/2016,10,6.30
Schleicher,2/26/2016,11,6.01
Schleicher,2/26/2016,12,5.68
Schleicher,2/26/2016,13,5.41
Schleicher,2/26/2016,14,5.26
Schleicher,2/26/2016,15,5.13
Schleicher,2/26/2016,16,5.05
Schleicher,2/26/2016,17,5.05
Schleicher,2/26/2016,18,5.04
Schleicher,2/26/2016,19,5.19
Schleicher,2/26/2016,20,5.42
Schleicher,2/26/2016,21,5.45
Schleicher,2/26/2016,22,5.37
Schleicher,2/26/2016,23,5.21
Schleicher,2/26/2016,24,5.04
Concho,2/26/2016,1,6.72
Concho,2/26/2016,2,6.77
Concho,2/26/2016,3,6.86
Concho,2/26/2016,4,7.02
Concho,2/26/2016,5,7.32
Concho,2/26/2016,6,7.87
Concho,2/26/2016,7,8.75
Concho,2/26/2016,8,9.05
Concho,2/26/2016,9,8.56
Concho,2/26/2016,10,8.07
Concho,2/26/2016,11,7.70
Concho,2/26/2016,12,7.27
Concho,2/26/2016,13,6.93
Concho,2/26/2016,14,6.74
Concho,2/26/2016,15,6.57
Concho,2/26/2016,16,6.47
Concho,2/26/2016,17,6.47
Concho,2/26/2016,18,6.46
Concho,2/26/2016,19,6.65
Concho,2/26/2016,20,6.95
Concho,2/26/2016,21,6.98
Concho,2/26/2016,22,6.88
Concho,2/26/2016,23,6.67
Concho,2/26/2016,24,6.46
Runnels,2/26/2016,1,17.29
Runnels,2/26/2016,2,17.40
Runnels,2/26/2016,3,17.64
Runnels,2/26/2016,4,18.06
Runnels,2/26/2016,5,18.84
Runnels,2/26/2016,6,20.23
Runnels,2/26/2016,7,22.51
Runnels,2/26/2016,8,23.28
Runnels,2/26/2016,9,22.02
Runnels,2/26/2016,10,20.77
Runnels,2/26/2016,11,19.79
Runnels,2/26/2016,12,18.70
Runnels,2/26/2016,13,17.82
Runnels,2/26/2016,14,17.33
Runnels,2/26/2016,15,16.90
Runnels,2/26/2016,16,16.64
Runnels,2/26/2016,17,16.63
Runnels,2/26/2016,18,16.61
Runnels,2/26/2016,19,17.11
Runnels,2/26/2016,20,17.87
Runnels,2/26/2016,21,17.96
Runnels,2/26/2016,22,17.70
Runnels,2/26/2016,23,17.16
Runnels,2/26/2016,24,16.61
Mitchell,2/26/2016,1,15.07
Mitchell,2/26/2016,2,15.16
Mitchell,2/26/2016,3,15.37
Mitchell,2/26/2016,4,15.74
Mitchell,2/26/2016,5,16.41
Mitchell,2/26/2016,6,17.63
Mitchell,2/26/2016,7,19.61
Mitchell,2/26/2016,8,20.29
Mitchell,2/26/2016,9,19.19
Mitchell,2/26/2016,10,18.10
Mitchell,2/26/2016,11,17.25
Mitchell,2/26/2016,12,16.30
Mitchell,2/26/2016,13,15.53
Mitchell,2/26/2016,14,15.10
Mitchell,2/26/2016,15,14.73
Mitchell,2/26/2016,16,14.50
Mitchell,2/26/2016,17,14.49
Mitchell,2/26/2016,18,14.47
Mitchell,2/26/2016,19,14.91
Mitchell,2/26/2016,20,15.57
Mitchell,2/26/2016,21,15.65
Mitchell,2/26/2016,22,15.42
Mitchell,2/26/2016,23,14.95
Mitchell,2/26/2016,24,14.48
Irion,2/26/2016,1,2.61
Irion,2/26/2016,2,2.63
Irion,2/26/2016,3,2.67
Irion,2/26/2016,4,2.73
Irion,2/26/2016,5,2.85
Irion,2/26/2016,6,3.06
Irion,2/26/2016,7,3.40
Irion,2/26/2016,8,3.52
Irion,2/26/2016,9,3.33
Irion,2/26/2016,10,3.14
Irion,2/26/2016,11,2.99
Irion,2/26/2016,12,2.83
Irion,2/26/2016,13,2.69
Irion,2/26/2016,14,2.62
Irion,2/26/2016,15,2.55
Irion,2/26/2016,16,2.51
Irion,2/26/2016,17,2.51
Irion,2/26/2016,18,2.51
Irion,2/26/2016,19,2.59
Irion,2/26/2016,20,2.70
Irion,2/26/2016,21,2.71
Irion,2/26/2016,22,2.67
Irion,2/26/2016,23,2.59
Irion,2/26/2016,24,2.51
Kinney,2/26/2016,1,5.85
Kinney,2/26/2016,2,5.89
Kinney,2/26/2016,3,5.97
Kinney,2/26/2016,4,6.11
Kinney,2/26/2016,5,6.38
Kinney,2/26/2016,6,6.85
Kinney,2/26/2016,7,7.62
Kinney,2/26/2016,8,7.88
Kinney,2/26/2016,9,7.45
Kinney,2/26/2016,10,7.03
Kinney,2/26/2016,11,6.70
Kinney,2/26/2016,12,6.33
Kinney,2/26/2016,13,6.03
Kinney,2/26/2016,14,5.87
Kinney,2/26/2016,15,5.72
Kinney,2/26/2016,16,5.63
Kinney,2/26/2016,17,5.63
Kinney,2/26/2016,18,5.62
Kinney,2/26/2016,19,5.79
Kinney,2/26/2016,20,6.05
Kinney,2/26/2016,21,6.08
Kinney,2/26/2016,22,5.99
Kinney,2/26/2016,23,5.81
Kinney,2/26/2016,24,5.62
San Saba,2/26/2016,1,9.33
San Saba,2/26/2016,2,9.39
San Saba,2/26/2016,3,9.52
San Saba,2/26/2016,4,9.75
San Saba,2/26/2016,5,10.17
San Saba,2/26/2016,6,10.92
San Saba,2/26/2016,7,12.15
San Saba,2/26/2016,8,12.57
San Saba,2/26/2016,9,11.89
San Saba,2/26/2016,10,11.21
San Saba,2/26/2016,11,10.68
San Saba,2/26/2016,12,10.10
San Saba,2/26/2016,13,9.62
San Saba,2/26/2016,14,9.35
San Saba,2/26/2016,15,9.12
San Saba,2/26/2016,16,8.98
San Saba,2/26/2016,17,8.98
San Saba,2/26/2016,18,8.97
San Saba,2/26/2016,19,9.23
San Saba,2/26/2016,20,9.64
San Saba,2/26/2016,21,9.69
San Saba,2/26/2016,22,9.55
San Saba,2/26/2016,23,9.26
San Saba,2/26/2016,24,8.97
Callahan,2/26/2016,1,22.43
Callahan,2/26/2016,2,22.57
Callahan,2/26/2016,3,22.88
Callahan,2/26/2016,4,23.43
Callahan,2/26/2016,5,24.44
Callahan,2/26/2016,6,26.25
Callahan,2/26/2016,7,29.20
Callahan,2/26/2016,8,30.21
Callahan,2/26/2016,9,28.57
Callahan,2/26/2016,10,26.94
Callahan,2/26/2016,11,25.68
Callahan,2/26/2016,12,24.27
Callahan,2/26/2016,13,23.12
Callahan,2/26/2016,14,22.48
Callahan,2/26/2016,15,21.93
Callahan,2/26/2016,16,21.58
Callahan,2/26/2016,17,21.57
Callahan,2/26/2016,18,21.55
Callahan,2/26/2016,19,22.20
Callahan,2/26/2016,20,23.18
Callahan,2/26/2016,21,23.30
Callahan,2/26/2016,22,22.96
Callahan,2/26/2016,23,22.26
Callahan,2/26/2016,24,21.56
Nolan,2/26/2016,1,25.06
Nolan,2/26/2016,2,25.21
Nolan,2/26/2016,3,25.56
Nolan,2/26/2016,4,26.17
Nolan,2/26/2016,5,27.29
Nolan,2/26/2016,6,29.32
Nolan,2/26/2016,7,32.62
Nolan,2/26/2016,8,33.74
Nolan,2/26/2016,9,31.91
Nolan,2/26/2016,10,30.09
Nolan,2/26/2016,11,28.68
Nolan,2/26/2016,12,27.10
Nolan,2/26/2016,13,25.82
Nolan,2/26/2016,14,25.11
Nolan,2/26/2016,15,24.49
Nolan,2/26/2016,16,24.11
Nolan,2/26/2016,17,24.10
Nolan,2/26/2016,18,24.07
Nolan,2/26/2016,19,24.79
Nolan,2/26/2016,20,25.89
Nolan,2/26/2016,21,26.02
Nolan,2/26/2016,22,25.65
Nolan,2/26/2016,23,24.86
Nolan,2/26/2016,24,24.08
Taylor,2/26/2016,1,224.35
Taylor,2/26/2016,2,225.76
Taylor,2/26/2016,3,228.84
Taylor,2/26/2016,4,234.36
Taylor,2/26/2016,5,244.39
Taylor,2/26/2016,6,262.52
Taylor,2/26/2016,7,292.05
Taylor,2/26/2016,8,302.11
Taylor,2/26/2016,9,285.73
Taylor,2/26/2016,10,269.44
Taylor,2/26/2016,11,256.79
Taylor,2/26/2016,12,242.68
Taylor,2/26/2016,13,231.22
Taylor,2/26/2016,14,224.87
Taylor,2/26/2016,15,219.32
Taylor,2/26/2016,16,215.85
Taylor,2/26/2016,17,215.76
Taylor,2/26/2016,18,215.51
Taylor,2/26/2016,19,221.99
Taylor,2/26/2016,20,231.84
Taylor,2/26/2016,21,233.02
Taylor,2/26/2016,22,229.64
Taylor,2/26/2016,23,222.63
Taylor,2/26/2016,24,215.57
Kimble,2/26/2016,1,7.37
Kimble,2/26/2016,2,7.41
Kimble,2/26/2016,3,7.51
Kimble,2/26/2016,4,7.70
Kimble,2/26/2016,5,8.03
Kimble,2/26/2016,6,8.62
Kimble,2/26/2016,7,9.59
Kimble,2/26/2016,8,9.92
Kimble,2/26/2016,9,9.38
Kimble,2/26/2016,10,8.85
Kimble,2/26/2016,11,8.43
Kimble,2/26/2016,12,7.97
Kimble,2/26/2016,13,7.59
Kimble,2/26/2016,14,7.38
Kimble,2/26/2016,15,7.20
Kimble,2/26/2016,16,7.09
Kimble,2/26/2016,17,7.09
Kimble,2/26/2016,18,7.08
Kimble,2/26/2016,19,7.29
Kimble,2/26/2016,20,7.61
Kimble,2/26/2016,21,7.65
Kimble,2/26/2016,22,7.54
Kimble,2/26/2016,23,7.31
Kimble,2/26/2016,24,7.08
Uvalde,2/26/2016,1,45.02
Uvalde,2/26/2016,2,45.30
Uvalde,2/26/2016,3,45.92
Uvalde,2/26/2016,4,47.02
Uvalde,2/26/2016,5,49.04
Uvalde,2/26/2016,6,52.68
Uvalde,2/26/2016,7,58.60
Uvalde,2/26/2016,8,60.62
Uvalde,2/26/2016,9,57.33
Uvalde,2/26/2016,10,54.06
Uvalde,2/26/2016,11,51.53
Uvalde,2/26/2016,12,48.69
Uvalde,2/26/2016,13,46.39
Uvalde,2/26/2016,14,45.12
Uvalde,2/26/2016,15,44.01
Uvalde,2/26/2016,16,43.31
Uvalde,2/26/2016,17,43.29
Uvalde,2/26/2016,18,43.24
Uvalde,2/26/2016,19,44.54
Uvalde,2/26/2016,20,46.52
Uvalde,2/26/2016,21,46.76
Uvalde,2/26/2016,22,46.08
Uvalde,2/26/2016,23,44.67
Uvalde,2/26/2016,24,43.26
Lampasas,2/26/2016,1,33.46
Lampasas,2/26/2016,2,33.67
Lampasas,2/26/2016,3,34.13
Lampasas,2/26/2016,4,34.95
Lampasas,2/26/2016,5,36.45
Lampasas,2/26/2016,6,39.15
Lampasas,2/26/2016,7,43.56
Lampasas,2/26/2016,8,45.06
Lampasas,2/26/2016,9,42.62
Lampasas,2/26/2016,10,40.19
Lampasas,2/26/2016,11,38.30
Lampasas,2/26/2016,12,36.19
Lampasas,2/26/2016,13,34.49
Lampasas,2/26/2016,14,33.54
Lampasas,2/26/2016,15,32.71
Lampasas,2/26/2016,16,32.19
Lampasas,2/26/2016,17,32.18
Lampasas,2/26/2016,18,32.14
Lampasas,2/26/2016,19,33.11
Lampasas,2/26/2016,20,34.58
Lampasas,2/26/2016,21,34.75
Lampasas,2/26/2016,22,34.25
Lampasas,2/26/2016,23,33.20
Lampasas,2/26/2016,24,32.15
Gillespie,2/26/2016,1,42.37
Gillespie,2/26/2016,2,42.63
Gillespie,2/26/2016,3,43.21
Gillespie,2/26/2016,4,44.26
Gillespie,2/26/2016,5,46.15
Gillespie,2/26/2016,6,49.57
Gillespie,2/26/2016,7,55.15
Gillespie,2/26/2016,8,57.05
Gillespie,2/26/2016,9,53.96
Gillespie,2/26/2016,10,50.88
Gillespie,2/26/2016,11,48.49
Gillespie,2/26/2016,12,45.83
Gillespie,2/26/2016,13,43.66
Gillespie,2/26/2016,14,42.46
Gillespie,2/26/2016,15,41.42
Gillespie,2/26/2016,16,40.76
Gillespie,2/26/2016,17,40.74
Gillespie,2/26/2016,18,40.70
Gillespie,2/26/2016,19,41.92
Gillespie,2/26/2016,20,43.78
Gillespie,2/26/2016,21,44.00
Gillespie,2/26/2016,22,43.36
Gillespie,2/26/2016,23,42.04
Gillespie,2/26/2016,24,40.71
Coleman,2/26/2016,1,13.99
Coleman,2/26/2016,2,14.08
Coleman,2/26/2016,3,14.27
Coleman,2/26/2016,4,14.62
Coleman,2/26/2016,5,15.24
Coleman,2/26/2016,6,16.38
Coleman,2/26/2016,7,18.22
Coleman,2/26/2016,8,18.84
Coleman,2/26/2016,9,17.82
Coleman,2/26/2016,10,16.81
Coleman,2/26/2016,11,16.02
Coleman,2/26/2016,12,15.14
Coleman,2/26/2016,13,14.42
Coleman,2/26/2016,14,14.03
Coleman,2/26/2016,15,13.68
Coleman,2/26/2016,16,13.46
Coleman,2/26/2016,17,13.46
Coleman,2/26/2016,18,13.44
Coleman,2/26/2016,19,13.85
Coleman,2/26/2016,20,14.46
Coleman,2/26/2016,21,14.54
Coleman,2/26/2016,22,14.32
Coleman,2/26/2016,23,13.89
Coleman,2/26/2016,24,13.45
Coke,2/26/2016,1,5.40
Coke,2/26/2016,2,5.44
Coke,2/26/2016,3,5.51
Coke,2/26/2016,4,5.64
Coke,2/26/2016,5,5.88
Coke,2/26/2016,6,6.32
Coke,2/26/2016,7,7.03
Coke,2/26/2016,8,7.27
Coke,2/26/2016,9,6.88
Coke,2/26/2016,10,6.49
Coke,2/26/2016,11,6.18
Coke,2/26/2016,12,5.84
Coke,2/26/2016,13,5.57
Coke,2/26/2016,14,5.41
Coke,2/26/2016,15,5.28
Coke,2/26/2016,16,5.20
Coke,2/26/2016,17,5.20
Coke,2/26/2016,18,5.19
Coke,2/26/2016,19,5.35
Coke,2/26/2016,20,5.58
Coke,2/26/2016,21,5.61
Coke,2/26/2016,22,5.53
Coke,2/26/2016,23,5.36
Coke,2/26/2016,24,5.19
Llano,2/26/2016,1,32.39
Llano,2/26/2016,2,32.59
Llano,2/26/2016,3,33.04
Llano,2/26/2016,4,33.83
Llano,2/26/2016,5,35.28
Llano,2/26/2016,6,37.90
Llano,2/26/2016,7,42.16
Llano,2/26/2016,8,43.61
Llano,2/26/2016,9,41.25
Llano,2/26/2016,10,38.90
Llano,2/26/2016,11,37.07
Llano,2/26/2016,12,35.03
Llano,2/26/2016,13,33.38
Llano,2/26/2016,14,32.46
Llano,2/26/2016,15,31.66
Llano,2/26/2016,16,31.16
Llano,2/26/2016,17,31.15
Llano,2/26/2016,18,31.11
Llano,2/26/2016,19,32.05
Llano,2/26/2016,20,33.47
Llano,2/26/2016,21,33.64
Llano,2/26/2016,22,33.15
Llano,2/26/2016,23,32.14
Llano,2/26/2016,24,31.12
McCulloch,2/26/2016,1,13.61
McCulloch,2/26/2016,2,13.70
McCulloch,2/26/2016,3,13.88
McCulloch,2/26/2016,4,14.22
McCulloch,2/26/2016,5,14.83
McCulloch,2/26/2016,6,15.93
McCulloch,2/26/2016,7,17.72
McCulloch,2/26/2016,8,18.33
McCulloch,2/26/2016,9,17.33
McCulloch,2/26/2016,10,16.35
McCulloch,2/26/2016,11,15.58
McCulloch,2/26/2016,12,14.72
McCulloch,2/26/2016,13,14.03
McCulloch,2/26/2016,14,13.64
McCulloch,2/26/2016,15,13.31
McCulloch,2/26/2016,16,13.10
McCulloch,2/26/2016,17,13.09
McCulloch,2/26/2016,18,13.08
McCulloch,2/26/2016,19,13.47
McCulloch,2/26/2016,20,14.07
McCulloch,2/26/2016,21,14.14
McCulloch,2/26/2016,22,13.93
McCulloch,2/26/2016,23,13.51
McCulloch,2/26/2016,24,13.08
Sterling,2/26/2016,1,2.22
Sterling,2/26/2016,2,2.24
Sterling,2/26/2016,3,2.27
Sterling,2/26/2016,4,2.32
Sterling,2/26/2016,5,2.42
Sterling,2/26/2016,6,2.60
Sterling,2/26/2016,7,2.89
Sterling,2/26/2016,8,2.99
Sterling,2/26/2016,9,2.83
Sterling,2/26/2016,10,2.67
Sterling,2/26/2016,11,2.54
Sterling,2/26/2016,12,2.40
Sterling,2/26/2016,13,2.29
Sterling,2/26/2016,14,2.23
Sterling,2/26/2016,15,2.17
Sterling,2/26/2016,16,2.14
Sterling,2/26/2016,17,2.14
Sterling,2/26/2016,18,2.14
Sterling,2/26/2016,19,2.20
Sterling,2/26/2016,20,2.30
Sterling,2/26/2016,21,2.31
Sterling,2/26/2016,22,2.28
Sterling,2/26/2016,23,2.21
Sterling,2/26/2016,24,2.14
Mason,2/26/2016,1,6.76
Mason,2/26/2016,2,6.80
Mason,2/26/2016,3,6.89
Mason,2/26/2016,4,7.06
Mason,2/26/2016,5,7.36
Mason,2/26/2016,6,7.91
Mason,2/26/2016,7,8.80
Mason,2/26/2016,8,9.10
Mason,2/26/2016,9,8.61
Mason,2/26/2016,10,8.12
Mason,2/26/2016,11,7.74
Mason,2/26/2016,12,7.31
Mason,2/26/2016,13,6.97
Mason,2/26/2016,14,6.77
Mason,2/26/2016,15,6.61
Mason,2/26/2016,16,6.50
Mason,2/26/2016,17,6.50
Mason,2/26/2016,18,6.49
Mason,2/26/2016,19,6.69
Mason,2/26/2016,20,6.98
Mason,2/26/2016,21,7.02
Mason,2/26/2016,22,6.92
Mason,2/26/2016,23,6.71
Mason,2/26/2016,24,6.49
Tom Green,2/26/2016,1,193.58
Tom Green,2/26/2016,2,194.80
Tom Green,2/26/2016,3,197.45
Tom Green,2/26/2016,4,202.21
Tom Green,2/26/2016,5,210.87
Tom Green,2/26/2016,6,226.52
Tom Green,2/26/2016,7,252.00
Tom Green,2/26/2016,8,260.67
Tom Green,2/26/2016,9,246.54
Tom Green,2/26/2016,10,232.49
Tom Green,2/26/2016,11,221.57
Tom Green,2/26/2016,12,209.39
Tom Green,2/26/2016,13,199.51
Tom Green,2/26/2016,14,194.03
Tom Green,2/26/2016,15,189.24
Tom Green,2/26/2016,16,186.24
Tom Green,2/26/2016,17,186.17
Tom Green,2/26/2016,18,185.96
Tom Green,2/26/2016,19,191.55
Tom Green,2/26/2016,20,200.04
Tom Green,2/26/2016,21,201.06
Tom Green,2/26/2016,22,198.15
Tom Green,2/26/2016,23,192.10
Tom Green,2/26/2016,24,186.01
Real,2/26/2016,1,5.60
Real,2/26/2016,2,5.63
Real,2/26/2016,3,5.71
Real,2/26/2016,4,5.85
Real,2/26/2016,5,6.10
Real,2/26/2016,6,6.55
Real,2/26/2016,7,7.28
Real,2/26/2016,8,7.54
Real,2/26/2016,9,7.13
Real,2/26/2016,10,6.72
Real,2/26/2016,11,6.41
Real,2/26/2016,12,6.05
Real,2/26/2016,13,5.77
Real,2/26/2016,14,5.61
Real,2/26/2016,15,5.47
Real,2/26/2016,16,5.38
Real,2/26/2016,17,5.38
Real,2/26/2016,18,5.38
Real,2/26/2016,19,5.54
Real,2/26/2016,20,5.78
Real,2/26/2016,21,5.81
Real,2/26/2016,22,5.73
Real,2/26/2016,23,5.55
Real,2/26/2016,24,5.38
Kerr,2/26/2016,1,83.94
Kerr,2/26/2016,2,84.47
Kerr,2/26/2016,3,85.62
Kerr,2/26/2016,4,87.68
Kerr,2/26/2016,5,91.44
Kerr,2/26/2016,6,98.22
Kerr,2/26/2016,7,109.27
Kerr,2/26/2016,8,113.03
Kerr,2/26/2016,9,106.90
Kerr,2/26/2016,10,100.81
Kerr,2/26/2016,11,96.08
Kerr,2/26/2016,12,90.79
Kerr,2/26/2016,13,86.51
Kerr,2/26/2016,14,84.13
Kerr,2/26/2016,15,82.06
Kerr,2/26/2016,16,80.76
Kerr,2/26/2016,17,80.72
Kerr,2/26/2016,18,80.63
Kerr,2/26/2016,19,83.06
Kerr,2/26/2016,20,86.74
Kerr,2/26/2016,21,87.18
Kerr,2/26/2016,22,85.92
Kerr,2/26/2016,23,83.30
Kerr,2/26/2016,24,80.65
Fisher,2/26/2016,1,6.36
Fisher,2/26/2016,2,6.40
Fisher,2/26/2016,3,6.49
Fisher,2/26/2016,4,6.64
Fisher,2/26/2016,5,6.93
Fisher,2/26/2016,6,7.44
Fisher,2/26/2016,7,8.28
Fisher,2/26/2016,8,8.56
Fisher,2/26/2016,9,8.10
Fisher,2/26/2016,10,7.64
Fisher,2/26/2016,11,7.28
Fisher,2/26/2016,12,6.88
Fisher,2/26/2016,13,6.55
Fisher,2/26/2016,14,6.37
Fisher,2/26/2016,15,6.22
Fisher,2/26/2016,16,6.12
Fisher,2/26/2016,17,6.12
Fisher,2/26/2016,18,6.11
Fisher,2/26/2016,19,6.29
Fisher,2/26/2016,20,6.57
Fisher,2/26/2016,21,6.61
Fisher,2/26/2016,22,6.51
Fisher,2/26/2016,23,6.31
Fisher,2/26/2016,24,6.11
Menard,2/26/2016,1,3.56
Menard,2/26/2016,2,3.59
Menard,2/26/2016,3,3.64
Menard,2/26/2016,4,3.72
Menard,2/26/2016,5,3.88
Menard,2/26/2016,6,4.17
Menard,2/26/2016,7,4.64
Menard,2/26/2016,8,4.80
Menard,2/26/2016,9,4.54
Menard,2/26/2016,10,4.28
Menard,2/26/2016,11,4.08
Menard,2/26/2016,12,3.86
Menard,2/26/2016,13,3.67
Menard,2/26/2016,14,3.57
Menard,2/26/2016,15,3.48
Menard,2/26/2016,16,3.43
Menard,2/26/2016,17,3.43
Menard,2/26/2016,18,3.42
Menard,2/26/2016,19,3.53
Menard,2/26/2016,20,3.68
Menard,2/26/2016,21,3.70
Menard,2/26/2016,22,3.65
Menard,2/26/2016,23,3.54
Menard,2/26/2016,24,3.42
Scurry,2/26/2016,1,28.77
Scurry,2/26/2016,2,28.95
Scurry,2/26/2016,3,29.34
Scurry,2/26/2016,4,30.05
Scurry,2/26/2016,5,31.34
Scurry,2/26/2016,6,33.66
Scurry,2/26/2016,7,37.45
Scurry,2/26/2016,8,38.74
Scurry,2/26/2016,9,36.64
Scurry,2/26/2016,10,34.55
Scurry,2/26/2016,11,32.93
Scurry,2/26/2016,12,31.12
Scurry,2/26/2016,13,29.65
Scurry,2/26/2016,14,28.83
Scurry,2/26/2016,15,28.12
Scurry,2/26/2016,16,27.68
Scurry,2/26/2016,17,27.66
Scurry,2/26/2016,18,27.63
Scurry,2/26/2016,19,28.46
Scurry,2/26/2016,20,29.73
Scurry,2/26/2016,21,29.88
Scurry,2/26/2016,22,29.44
Scurry,2/26/2016,23,28.55
Scurry,2/26/2016,24,27.64
Edwards,2/26/2016,1,3.12
Edwards,2/26/2016,2,3.14
Edwards,2/26/2016,3,3.18
Edwards,2/26/2016,4,3.26
Edwards,2/26/2016,5,3.40
Edwards,2/26/2016,6,3.65
Edwards,2/26/2016,7,4.06
Edwards,2/26/2016,8,4.20
Edwards,2/26/2016,9,3.97
Edwards,2/26/2016,10,3.75
Edwards,2/26/2016,11,3.57
Edwards,2/26/2016,12,3.37
Edwards,2/26/2016,13,3.21
Edwards,2/26/2016,14,3.13
Edwards,2/26/2016,15,3.05
Edwards,2/26/2016,16,3.00
Edwards,2/26/2016,17,3.00
Edwards,2/26/2016,18,3.00
Edwards,2/26/2016,19,3.09
Edwards,2/26/2016,20,3.22
Edwards,2/26/2016,21,3.24
Edwards,2/26/2016,22,3.19
Edwards,2/26/2016,23,3.10
Edwards,2/26/2016,24,3.00
Reagan,2/26/2016,1,15.86
Reagan,2/26/2016,2,15.89
Reagan,2/26/2016,3,15.91
Reagan,2/26/2016,4,16.02
Reagan,2/26/2016,5,16.23
Reagan,2/26/2016,6,16.72
Reagan,2/26/2016,7,17.46
Reagan,2/26/2016,8,17.78
Reagan,2/26/2016,9,17.34
Reagan,2/26/2016,10,17.01
Reagan,2/26/2016,11,16.69
Reagan,2/26/2016,12,16.38
Reagan,2/26/2016,13,16.05
Reagan,2/26/2016,14,15.88
Reagan,2/26/2016,15,15.68
Reagan,2/26/2016,16,15.54
Reagan,2/26/2016,17,15.45
Reagan,2/26/2016,18,15.31
Reagan,2/26/2016,19,15.39
Reagan,2/26/2016,20,15.86
Reagan,2/26/2016,21,15.93
Reagan,2/26/2016,22,15.88
Reagan,2/26/2016,23,15.73
Reagan,2/26/2016,24,15.60
Borden,2/26/2016,1,2.75
Borden,2/26/2016,2,2.76
Borden,2/26/2016,3,2.76
Borden,2/26/2016,4,2.78
Borden,2/26/2016,5,2.82
Borden,2/26/2016,6,2.90
Borden,2/26/2016,7,3.03
Borden,2/26/2016,8,3.09
Borden,2/26/2016,9,3.01
Borden,2/26/2016,10,2.95
Borden,2/26/2016,11,2.90
Borden,2/26/2016,12,2.84
Borden,2/26/2016,13,2.79
Borden,2/26/2016,14,2.76
Borden,2/26/2016,15,2.72
Borden,2/26/2016,16,2.70
Borden,2/26/2016,17,2.68
Borden,2/26/2016,18,2.66
Borden,2/26/2016,19,2.67
Borden,2/26/2016,20,2.75
Borden,2/26/2016,21,2.77
Borden,2/26/2016,22,2.76
Borden,2/26/2016,23,2.73
Borden,2/26/2016,24,2.71
Ector,2/26/2016,1,650.10
Ector,2/26/2016,2,651.13
Ector,2/26/2016,3,652.27
Ector,2/26/2016,4,656.45
Ector,2/26/2016,5,665.26
Ector,2/26/2016,6,685.49
Ector,2/26/2016,7,715.47
Ector,2/26/2016,8,728.76
Ector,2/26/2016,9,710.53
Ector,2/26/2016,10,697.05
Ector,2/26/2016,11,684.21
Ector,2/26/2016,12,671.41
Ector,2/26/2016,13,658.03
Ector,2/26/2016,14,650.91
Ector,2/26/2016,15,642.69
Ector,2/26/2016,16,637.00
Ector,2/26/2016,17,633.23
Ector,2/26/2016,18,627.69
Ector,2/26/2016,19,630.77
Ector,2/26/2016,20,650.15
Ector,2/26/2016,21,652.90
Ector,2/26/2016,22,650.74
