County,Date,Predicted
Nacogdoches,4/14/2016,1158.00
Navarro,4/14/2016,1390.59
Nolan,4/14/2016,609.87
Nueces,4/14/2016,9941.49
Oldham,4/14/2016,31.14
Palo Pinto,4/14/2016,810.62
Parker,4/14/2016,3553.65
Pecos,4/14/2016,1594.33
Polk,4/14/2016,817.11
Potter,4/14/2016,1828.69
Presidio,4/14/2016,699.79
Rains,4/14/2016,195.64
Reagan,4/14/2016,376.67
Real,4/14/2016,136.20
Red River,4/14/2016,187.11
Reeves,4/14/2016,1439.44
Refugio,4/14/2016,203.78
Robertson,4/14/2016,292.62
Rockwall,4/14/2016,2533.54
Runnels,4/14/2016,420.89
Rusk,4/14/2016,956.25
San Jacinto,4/14/2016,480.57
San Patricio,4/14/2016,1867.51
San Saba,4/14/2016,227.18
Schleicher,4/14/2016,127.78
Scurry,4/14/2016,700.22
Shackelford,4/14/2016,96.48
Smith,4/14/2016,3880.85
Somervell,4/14/2016,250.85
Starr,4/14/2016,1756.94
Stephens,4/14/2016,271.39
Sterling,4/14/2016,54.09
Stonewall,4/14/2016,21.09
Sutton,4/14/2016,160.54
Swisher,4/14/2016,113.99
Tarrant,4/14/2016,56129.33
Taylor,4/14/2016,5460.86
Terrell,4/14/2016,93.00
Throckmorton,4/14/2016,46.41
Titus,4/14/2016,576.47
Tom Green,4/14/2016,4711.93
Travis,4/14/2016,32180.79
Trinity,4/14/2016,252.25
Tyler,4/14/2016,379.82
Upton,4/14/2016,346.47
Uvalde,4/14/2016,1095.75
Val Verde,4/14/2016,1978.96
Van Zandt,4/14/2016,938.26
Victoria,4/14/2016,3264.96
Walker,4/14/2016,1237.59
Waller,4/14/2016,1678.38
Ward,4/14/2016,1166.15
Washington,4/14/2016,962.74
Webb,4/14/2016,7442.35
Wharton,4/14/2016,1475.77
Wheeler,4/14/2016,85.89
Wichita,4/14/2016,1989.99
Wilbarger,4/14/2016,195.06
Willacy,4/14/2016,611.26
Williamson,4/14/2016,13677.21
Wilson,4/14/2016,1297.18
Winkler,4/14/2016,784.58
Wise,4/14/2016,1778.42
Wood,4/14/2016,759.88
Young,4/14/2016,529.44
Zapata,4/14/2016,399.63
Zavala,4/14/2016,342.32
Anderson,4/15/2016,1026.57
Andrews,4/15/2016,1753.50
Angelina,4/15/2016,1563.19
Aransas,4/15/2016,705.74
Archer,4/15/2016,132.76
Armstrong,4/15/2016,29.47
Atascosa,4/15/2016,1350.19
Austin,4/15/2016,815.08
Bandera,4/15/2016,584.89
Bastrop,4/15/2016,2185.64
Baylor,4/15/2016,54.13
Bee,4/15/2016,928.78
Bell,4/15/2016,9544.37
Bexar,4/15/2016,51957.60
Blanco,4/15/2016,302.71
Borden,4/15/2016,65.42
Bosque,4/15/2016,515.60
Bowie,4/15/2016,1405.50
Brazoria,4/15/2016,12112.86
Brazos,4/15/2016,3725.87
Brewster,4/15/2016,920.35
Briscoe,4/15/2016,23.16
Brooks,4/15/2016,203.31
Brown,4/15/2016,1091.85
Burleson,4/15/2016,483.02
Burnet,4/15/2016,1258.24
Caldwell,4/15/2016,1114.54
Calhoun,4/15/2016,780.85
Callahan,4/15/2016,537.15
Cameron,4/15/2016,11881.06
Carson,4/15/2016,90.60
Castro,4/15/2016,117.26
Chambers,4/15/2016,1366.49
Cherokee,4/15/2016,906.77
Childress,4/15/2016,106.81
Clay,4/15/2016,156.27
Coke,4/15/2016,129.34
Coleman,4/15/2016,335.11
Collin,4/15/2016,25670.09
Collingsworth,4/15/2016,45.46
Colorado,4/15/2016,580.06
Comal,4/15/2016,3463.01
Comanche,4/15/2016,392.92
Concho,4/15/2016,160.97
Cooke,4/15/2016,584.05
Coryell,4/15/2016,2191.15
Cottle,4/15/2016,21.32
Crane,4/15/2016,496.65
Crockett,4/15/2016,382.48
Crosby,4/15/2016,88.90
Culberson,4/15/2016,227.34
Dallas,4/15/2016,73035.08
Dawson,4/15/2016,1341.66
DeWitt,4/15/2016,579.09
Deaf Smith,4/15/2016,289.23
Delta,4/15/2016,93.31
Denton,4/15/2016,21845.93
Dickens,4/15/2016,33.41
Dimmit,4/15/2016,313.40
Duval,4/15/2016,325.95
Eastland,4/15/2016,527.05
Ector,4/15/2016,15441.58
Edwards,4/15/2016,74.69
Ellis,4/15/2016,24169.35
Erath,4/15/2016,1164.14
Falls,4/15/2016,492.64
Fannin,4/15/2016,508.57
Fayette,4/15/2016,695.26
Fisher,4/15/2016,152.31
Floyd,4/15/2016,89.62
Foard,4/15/2016,19.21
Fort Bend,4/15/2016,24551.60
Franklin,4/15/2016,188.84
Freestone,4/15/2016,352.05
Frio,4/15/2016,523.74
Galveston,4/15/2016,11255.75
Garza,4/15/2016,96.98
Gillespie,4/15/2016,1014.46
Glasscock,4/15/2016,129.55
Goliad,4/15/2016,213.34
Gonzales,4/15/2016,572.86
Gray,4/15/2016,347.24
Grayson,4/15/2016,1861.48
Gregg,4/15/2016,2194.79
Grimes,4/15/2016,484.03
Guadalupe,4/15/2016,4122.46
Hale,4/15/2016,523.17
Hall,4/15/2016,47.40
Hamilton,4/15/2016,237.76
Hardeman,4/15/2016,59.17
Hardin,4/15/2016,990.83
Harris,4/15/2016,159106.50
Haskell,4/15/2016,86.92
Hays,4/15/2016,5180.03
Henderson,4/15/2016,1412.49
Hidalgo,4/15/2016,23487.62
Hill,4/15/2016,1010.51
Hood,4/15/2016,1563.60
Hopkins,4/15/2016,639.89
Houston,4/15/2016,405.10
Howard,4/15/2016,3677.29
Hudspeth,4/15/2016,322.17
Hunt,4/15/2016,2566.11
Irion,4/15/2016,62.55
Jack,4/15/2016,256.78
Jackson,4/15/2016,528.00
Jeff Davis,4/15/2016,221.14
Jim Hogg,4/15/2016,148.51
Jim Wells,4/15/2016,1168.70
Johnson,4/15/2016,4565.86
Jones,4/15/2016,792.48
Karnes,4/15/2016,417.32
Kaufman,4/15/2016,3225.62
Kendall,4/15/2016,1088.49
Kenedy,4/15/2016,11.29
Kent,4/15/2016,11.82
Kerr,4/15/2016,2009.87
Kimble,4/15/2016,176.44
King,4/15/2016,3.93
Kinney,4/15/2016,140.16
Kleberg,4/15/2016,909.77
Knox,4/15/2016,58.12
La Salle,4/15/2016,211.24
Lamar,4/15/2016,746.25
Lampasas,4/15/2016,801.21
Lavaca,4/15/2016,552.09
Lee,4/15/2016,468.74
Leon,4/15/2016,300.37
Liberty,4/15/2016,1391.59
Limestone,4/15/2016,682.16
Live Oak,4/15/2016,341.71
Llano,4/15/2016,775.56
Loving,4/15/2016,8.64
Lubbock,4/15/2016,4429.73
Lynn,4/15/2016,86.94
Madison,4/15/2016,246.92
Martin,4/15/2016,547.81
Mason,4/15/2016,161.81
Matagorda,4/15/2016,1308.25
Maverick,4/15/2016,1611.58
McCulloch,4/15/2016,325.92
McLennan,4/15/2016,7059.28
McMullen,4/15/2016,22.74
Medina,4/15/2016,1340.86
Menard,4/15/2016,85.36
Midland,4/15/2016,15634.82
Milam,4/15/2016,679.08
Mills,4/15/2016,141.21
Mitchell,4/15/2016,360.78
Montague,4/15/2016,292.59
Montgomery,4/15/2016,18590.63
Motley,4/15/2016,17.36
Nacogdoches,4/15/2016,1163.30
Navarro,4/15/2016,1397.53
Nolan,4/15/2016,599.95
Nueces,4/15/2016,10067.46
Oldham,4/15/2016,31.21
Palo Pinto,4/15/2016,814.71
Parker,4/15/2016,3571.49
Pecos,4/15/2016,1594.62
Polk,4/15/2016,820.84
Potter,4/15/2016,1832.72
Presidio,4/15/2016,699.90
Rains,4/15/2016,196.56
Reagan,4/15/2016,376.76
Real,4/15/2016,133.99
Red River,4/15/2016,187.54
Reeves,4/15/2016,1439.69
Refugio,4/15/2016,206.36
Robertson,4/15/2016,293.94
Rockwall,4/15/2016,2546.28
Runnels,4/15/2016,414.03
Rusk,4/15/2016,960.60
San Jacinto,4/15/2016,482.76
San Patricio,4/15/2016,1891.14
San Saba,4/15/2016,223.47
Schleicher,4/15/2016,125.69
Scurry,4/15/2016,688.78
Shackelford,4/15/2016,96.93
Smith,4/15/2016,3898.50
Somervell,4/15/2016,252.10
Starr,4/15/2016,1779.22
Stephens,4/15/2016,272.73
Sterling,4/15/2016,53.22
Stonewall,4/15/2016,21.15
Sutton,4/15/2016,157.91
Swisher,4/15/2016,114.24
Tarrant,4/15/2016,56411.29
Taylor,4/15/2016,5372.07
Terrell,4/15/2016,93.00
Throckmorton,4/15/2016,46.64
Titus,4/15/2016,579.07
Tom Green,4/15/2016,4635.30
Travis,4/15/2016,32227.95
Trinity,4/15/2016,253.38
Tyler,4/15/2016,381.55
Upton,4/15/2016,346.54
Uvalde,4/15/2016,1077.91
Val Verde,4/15/2016,1946.75
Van Zandt,4/15/2016,942.52
Victoria,4/15/2016,3262.85
Walker,4/15/2016,1243.23
Waller,4/15/2016,1677.26
Ward,4/15/2016,1166.37
Washington,4/15/2016,964.14
Webb,4/15/2016,7536.63
Wharton,4/15/2016,1474.78
Wheeler,4/15/2016,86.09
Wichita,4/15/2016,1994.38
Wilbarger,4/15/2016,195.46
Willacy,4/15/2016,619.01
Williamson,4/15/2016,13697.26
Wilson,4/15/2016,1299.09
Winkler,4/15/2016,784.73
Wise,4/15/2016,1787.37
Wood,4/15/2016,763.36
Young,4/15/2016,532.10
Zapata,4/15/2016,404.71
Zavala,4/15/2016,346.68
Anderson,4/16/2016,897.29
Andrews,4/16/2016,1721.66
Angelina,4/16/2016,1366.31
Aransas,4/16/2016,710.80
Archer,4/16/2016,129.44
Armstrong,4/16/2016,28.70
Atascosa,4/16/2016,1359.81
Austin,4/16/2016,782.72
Bandera,4/16/2016,561.68
Bastrop,4/16/2016,2098.88
Baylor,4/16/2016,52.75
Bee,4/16/2016,935.43
Bell,4/16/2016,9051.95
Bexar,4/16/2016,49894.23
Blanco,4/16/2016,290.68
Borden,4/16/2016,64.23
Bosque,4/16/2016,488.98
Bowie,4/16/2016,1370.02
Brazoria,4/16/2016,11956.98
Brazos,4/16/2016,3256.55
Brewster,4/16/2016,903.65
Briscoe,4/16/2016,22.57
Brooks,4/16/2016,204.77
Brown,4/16/2016,1035.53
Burleson,4/16/2016,463.83
Burnet,4/16/2016,1208.28
Caldwell,4/16/2016,1070.27
Calhoun,4/16/2016,770.79
Callahan,4/16/2016,506.31
Cameron,4/16/2016,11966.05
Carson,4/16/2016,88.32
Castro,4/16/2016,114.27
Chambers,4/16/2016,1348.94
Cherokee,4/16/2016,792.57
Childress,4/16/2016,104.12
Clay,4/16/2016,152.31
Coke,4/16/2016,121.92
Coleman,4/16/2016,315.85
Collin,4/16/2016,24345.72
Collingsworth,4/16/2016,44.30
Colorado,4/16/2016,557.02
Comal,4/16/2016,3325.45
Comanche,4/16/2016,372.66
Concho,4/16/2016,151.74
Cooke,4/16/2016,569.33
Coryell,4/16/2016,2078.10
Cottle,4/16/2016,20.79
Crane,4/16/2016,487.61
Crockett,4/16/2016,375.51
Crosby,4/16/2016,86.66
Culberson,4/16/2016,223.20
Dallas,4/16/2016,69267.13
Dawson,4/16/2016,1317.28
DeWitt,4/16/2016,556.10
Deaf Smith,4/16/2016,281.92
Delta,4/16/2016,81.56
Denton,4/16/2016,20718.84
Dickens,4/16/2016,32.59
Dimmit,4/16/2016,315.66
Duval,4/16/2016,328.27
Eastland,4/16/2016,499.88
Ector,4/16/2016,15161.25
Edwards,4/16/2016,70.39
Ellis,4/16/2016,22922.38
Erath,4/16/2016,1104.11
Falls,4/16/2016,467.22
Fannin,4/16/2016,495.75
Fayette,4/16/2016,667.61
Fisher,4/16/2016,143.57
Floyd,4/16/2016,87.38
Foard,4/16/2016,18.74
Fort Bend,4/16/2016,24235.65
Franklin,4/16/2016,165.07
Freestone,4/16/2016,307.69
Frio,4/16/2016,527.46
Galveston,4/16/2016,11110.87
Garza,4/16/2016,94.51
Gillespie,4/16/2016,956.22
Glasscock,4/16/2016,127.17
Goliad,4/16/2016,214.86
Gonzales,4/16/2016,550.12
Gray,4/16/2016,338.48
Grayson,4/16/2016,1814.45
Gregg,4/16/2016,1918.31
Grimes,4/16/2016,423.10
Guadalupe,4/16/2016,3958.75
Hale,4/16/2016,509.96
Hall,4/16/2016,46.22
Hamilton,4/16/2016,225.50
Hardeman,4/16/2016,57.67
Hardin,4/16/2016,866.01
Harris,4/16/2016,157058.82
Haskell,4/16/2016,84.70
Hays,4/16/2016,4974.33
Henderson,4/16/2016,1234.57
Hidalgo,4/16/2016,23655.69
Hill,4/16/2016,958.39
Hood,4/16/2016,1482.93
Hopkins,4/16/2016,559.29
Houston,4/16/2016,354.10
Howard,4/16/2016,3610.52
Hudspeth,4/16/2016,316.30
Hunt,4/16/2016,2433.72
Irion,4/16/2016,58.99
Jack,4/16/2016,243.52
Jackson,4/16/2016,521.20
Jeff Davis,4/16/2016,217.13
Jim Hogg,4/16/2016,149.58
Jim Wells,4/16/2016,1177.07
Johnson,4/16/2016,4330.34
Jones,4/16/2016,746.98
Karnes,4/16/2016,400.73
Kaufman,4/16/2016,3059.18
Kendall,4/16/2016,1045.28
Kenedy,4/16/2016,11.37
Kent,4/16/2016,11.53
Kerr,4/16/2016,1894.49
Kimble,4/16/2016,166.30
King,4/16/2016,3.85
Kinney,4/16/2016,132.11
Kleberg,4/16/2016,916.27
Knox,4/16/2016,56.66
La Salle,4/16/2016,212.70
Lamar,4/16/2016,727.38
Lampasas,4/16/2016,755.20
Lavaca,4/16/2016,530.20
Lee,4/16/2016,450.11
Leon,4/16/2016,262.57
Liberty,4/16/2016,1216.30
Limestone,4/16/2016,646.96
Live Oak,4/16/2016,344.17
Llano,4/16/2016,731.00
Loving,4/16/2016,8.47
Lubbock,4/16/2016,4317.82
Lynn,4/16/2016,84.75
Madison,4/16/2016,215.83
Martin,4/16/2016,537.87
Mason,4/16/2016,152.56
Matagorda,4/16/2016,1291.46
Maverick,4/16/2016,1623.10
McCulloch,4/16/2016,307.20
McLennan,4/16/2016,6695.07
McMullen,4/16/2016,22.92
Medina,4/16/2016,1287.61
Menard,4/16/2016,80.45
Midland,4/16/2016,15350.98
Milam,4/16/2016,652.12
Mills,4/16/2016,133.96
Mitchell,4/16/2016,340.07
Montague,4/16/2016,285.20
Montgomery,4/16/2016,18351.36
Motley,4/16/2016,16.94
Nacogdoches,4/16/2016,1016.76
Navarro,4/16/2016,1325.48
Nolan,4/16/2016,565.52
Nueces,4/16/2016,10139.49
Oldham,4/16/2016,30.43
Palo Pinto,4/16/2016,772.69
Parker,4/16/2016,3387.23
Pecos,4/16/2016,1565.63
Polk,4/16/2016,717.48
Potter,4/16/2016,1786.44
Presidio,4/16/2016,687.18
Rains,4/16/2016,171.75
Reagan,4/16/2016,369.90
Real,4/16/2016,126.33
Red River,4/16/2016,182.80
Reeves,4/16/2016,1413.53
Refugio,4/16/2016,207.84
Robertson,4/16/2016,256.90
Rockwall,4/16/2016,2414.89
Runnels,4/16/2016,390.29
Rusk,4/16/2016,839.59
San Jacinto,4/16/2016,421.97
San Patricio,4/16/2016,1904.66
San Saba,4/16/2016,210.63
Schleicher,4/16/2016,118.47
Scurry,4/16/2016,649.25
Shackelford,4/16/2016,91.94
Smith,4/16/2016,3407.42
Somervell,4/16/2016,239.12
Starr,4/16/2016,1791.96
Stephens,4/16/2016,258.67
Sterling,4/16/2016,50.19
Stonewall,4/16/2016,20.60
Sutton,4/16/2016,148.84
Swisher,4/16/2016,111.32
Tarrant,4/16/2016,53500.94
Taylor,4/16/2016,5063.62
Terrell,4/16/2016,91.33
Throckmorton,4/16/2016,44.22
Titus,4/16/2016,506.14
Tom Green,4/16/2016,4369.15
Travis,4/16/2016,30948.07
Trinity,4/16/2016,221.48
Tyler,4/16/2016,333.48
Upton,4/16/2016,340.27
Uvalde,4/16/2016,1016.05
Val Verde,4/16/2016,1834.98
Van Zandt,4/16/2016,823.82
Victoria,4/16/2016,3220.88
Walker,4/16/2016,1086.62
Waller,4/16/2016,1655.68
Ward,4/16/2016,1145.19
Washington,4/16/2016,925.85
Webb,4/16/2016,7590.58
Wharton,4/16/2016,1455.81
Wheeler,4/16/2016,83.92
Wichita,4/16/2016,1943.99
Wilbarger,4/16/2016,190.55
Willacy,4/16/2016,623.45
Williamson,4/16/2016,13153.28
Wilson,4/16/2016,1247.52
Winkler,4/16/2016,770.45
Wise,4/16/2016,1695.15
Wood,4/16/2016,667.23
Young,4/16/2016,504.65
Zapata,4/16/2016,407.60
Zavala,4/16/2016,349.17
Anderson,4/17/2016,897.83
Andrews,4/17/2016,1732.68
Angelina,4/17/2016,1367.11
Aransas,4/17/2016,712.33
Archer,4/17/2016,129.13
Armstrong,4/17/2016,28.65
Atascosa,4/17/2016,1362.74
Austin,4/17/2016,790.28
Bandera,4/17/2016,567.07
Bastrop,4/17/2016,2119.08
Baylor,4/17/2016,52.62
Bee,4/17/2016,937.43
Bell,4/17/2016,9190.67
Bexar,4/17/2016,50375.06
Blanco,4/17/2016,293.50
Borden,4/17/2016,64.65
Bosque,4/17/2016,496.50
Bowie,4/17/2016,1366.87
Brazoria,4/17/2016,12078.02
Brazos,4/17/2016,3258.50
Brewster,4/17/2016,909.39
Briscoe,4/17/2016,22.52
Brooks,4/17/2016,205.21
Brown,4/17/2016,1051.36
Burleson,4/17/2016,468.32
Burnet,4/17/2016,1219.91
Caldwell,4/17/2016,1080.59
Calhoun,4/17/2016,778.60
Callahan,4/17/2016,507.32
Cameron,4/17/2016,11991.75
Carson,4/17/2016,88.12
Castro,4/17/2016,114.01
Chambers,4/17/2016,1362.58
Cherokee,4/17/2016,793.04
Childress,4/17/2016,103.89
Clay,4/17/2016,151.95
Coke,4/17/2016,122.14
Coleman,4/17/2016,316.49
Collin,4/17/2016,24718.83
Collingsworth,4/17/2016,44.20
Colorado,4/17/2016,562.38
Comal,4/17/2016,3357.51
Comanche,4/17/2016,378.38
Concho,4/17/2016,152.04
Cooke,4/17/2016,568.03
Coryell,4/17/2016,2109.94
Cottle,4/17/2016,20.76
Crane,4/17/2016,490.75
Crockett,4/17/2016,377.92
Crosby,4/17/2016,86.46
Culberson,4/17/2016,224.64
Dallas,4/17/2016,70328.58
Dawson,4/17/2016,1325.72
DeWitt,4/17/2016,561.43
Deaf Smith,4/17/2016,281.30
Delta,4/17/2016,81.61
Denton,4/17/2016,21036.35
Dickens,4/17/2016,32.51
Dimmit,4/17/2016,316.36
Duval,4/17/2016,328.97
Eastland,4/17/2016,507.56
Ector,4/17/2016,15258.11
Edwards,4/17/2016,70.55
Ellis,4/17/2016,23273.66
Erath,4/17/2016,1121.02
Falls,4/17/2016,474.38
Fannin,4/17/2016,494.60
Fayette,4/17/2016,674.07
Fisher,4/17/2016,143.82
Floyd,4/17/2016,87.19
Foard,4/17/2016,18.69
Fort Bend,4/17/2016,24481.00
Franklin,4/17/2016,165.16
Freestone,4/17/2016,307.88
Frio,4/17/2016,528.58
Galveston,4/17/2016,11223.38
Garza,4/17/2016,94.30
Gillespie,4/17/2016,958.10
Glasscock,4/17/2016,128.00
Goliad,4/17/2016,215.34
Gonzales,4/17/2016,555.43
Gray,4/17/2016,337.70
Grayson,4/17/2016,1810.31
Gregg,4/17/2016,1919.47
Grimes,4/17/2016,423.31
Guadalupe,4/17/2016,3996.93
Hale,4/17/2016,508.82
Hall,4/17/2016,46.13
Hamilton,4/17/2016,228.94
Hardeman,4/17/2016,57.56
Hardin,4/17/2016,866.56
Harris,4/17/2016,158648.79
Haskell,4/17/2016,84.52
Hays,4/17/2016,5022.27
Henderson,4/17/2016,1235.32
Hidalgo,4/17/2016,23706.47
Hill,4/17/2016,973.08
Hood,4/17/2016,1505.65
Hopkins,4/17/2016,559.63
Houston,4/17/2016,354.30
Howard,4/17/2016,3633.61
Hudspeth,4/17/2016,318.34
Hunt,4/17/2016,2471.02
Irion,4/17/2016,59.08
Jack,4/17/2016,247.27
Jackson,4/17/2016,526.48
Jeff Davis,4/17/2016,218.50
Jim Hogg,4/17/2016,149.90
Jim Wells,4/17/2016,1179.60
Johnson,4/17/2016,4396.71
Jones,4/17/2016,748.44
Karnes,4/17/2016,404.61
Kaufman,4/17/2016,3106.06
Kendall,4/17/2016,1055.35
Kenedy,4/17/2016,11.39
Kent,4/17/2016,11.51
Kerr,4/17/2016,1898.21
Kimble,4/17/2016,166.62
King,4/17/2016,3.82
Kinney,4/17/2016,132.38
Kleberg,4/17/2016,918.22
Knox,4/17/2016,56.54
La Salle,4/17/2016,213.17
Lamar,4/17/2016,725.70
Lampasas,4/17/2016,756.73
Lavaca,4/17/2016,535.30
Lee,4/17/2016,454.46
Leon,4/17/2016,262.67
Liberty,4/17/2016,1217.01
Limestone,4/17/2016,656.87
Live Oak,4/17/2016,344.90
Llano,4/17/2016,732.45
Loving,4/17/2016,8.55
Lubbock,4/17/2016,4307.97
Lynn,4/17/2016,84.59
Madison,4/17/2016,215.97
Martin,4/17/2016,541.31
Mason,4/17/2016,152.81
Matagorda,4/17/2016,1304.52
Maverick,4/17/2016,1626.58
McCulloch,4/17/2016,307.80
McLennan,4/17/2016,6797.65
McMullen,4/17/2016,22.97
Medina,4/17/2016,1300.04
Menard,4/17/2016,80.61
Midland,4/17/2016,15449.03
Milam,4/17/2016,658.38
Mills,4/17/2016,136.00
Mitchell,4/17/2016,340.72
Montague,4/17/2016,284.52
Montgomery,4/17/2016,18537.16
Motley,4/17/2016,16.90
Nacogdoches,4/17/2016,1017.36
Navarro,4/17/2016,1345.76
Nolan,4/17/2016,566.63
Nueces,4/17/2016,10161.25
Oldham,4/17/2016,30.36
Palo Pinto,4/17/2016,784.51
Parker,4/17/2016,3439.14
Pecos,4/17/2016,1575.64
Polk,4/17/2016,717.87
Potter,4/17/2016,1782.36
Presidio,4/17/2016,691.62
Rains,4/17/2016,171.88
Reagan,4/17/2016,372.29
Real,4/17/2016,126.55
Red River,4/17/2016,182.37
Reeves,4/17/2016,1422.56
Refugio,4/17/2016,208.28
Robertson,4/17/2016,257.09
Rockwall,4/17/2016,2451.92
Runnels,4/17/2016,391.04
Rusk,4/17/2016,840.11
San Jacinto,4/17/2016,422.19
San Patricio,4/17/2016,1908.74
San Saba,4/17/2016,211.06
Schleicher,4/17/2016,118.70
Scurry,4/17/2016,650.58
Shackelford,4/17/2016,93.33
Smith,4/17/2016,3409.44
Somervell,4/17/2016,242.77
Starr,4/17/2016,1795.81
Stephens,4/17/2016,262.62
Sterling,4/17/2016,50.29
Stonewall,4/17/2016,20.54
Sutton,4/17/2016,149.13
Swisher,4/17/2016,111.09
Tarrant,4/17/2016,54320.77
Taylor,4/17/2016,5073.59
Terrell,4/17/2016,91.91
Throckmorton,4/17/2016,44.90
Titus,4/17/2016,506.42
Tom Green,4/17/2016,4377.75
Travis,4/17/2016,31246.34
Trinity,4/17/2016,221.59
Tyler,4/17/2016,333.65
Upton,4/17/2016,342.43
Uvalde,4/17/2016,1018.05
Val Verde,4/17/2016,1838.62
Van Zandt,4/17/2016,824.30
Victoria,4/17/2016,3253.46
Walker,4/17/2016,1087.26
Waller,4/17/2016,1672.43
Ward,4/17/2016,1152.53
Washington,4/17/2016,934.79
Webb,4/17/2016,7606.88
Wharton,4/17/2016,1470.54
Wheeler,4/17/2016,83.71
Wichita,4/17/2016,1939.55
Wilbarger,4/17/2016,190.11
Willacy,4/17/2016,624.80
Williamson,4/17/2016,13280.05
Wilson,4/17/2016,1259.54
Winkler,4/17/2016,775.37
Wise,4/17/2016,1721.15
Wood,4/17/2016,667.62
Young,4/17/2016,512.36
Zapata,4/17/2016,408.47
Zavala,4/17/2016,349.92
Anderson,4/18/2016,1007.37
Andrews,4/18/2016,1764.99
Angelina,4/18/2016,1533.99
Aransas,4/18/2016,714.75
Archer,4/18/2016,132.87
Armstrong,4/18/2016,29.48
Atascosa,4/18/2016,1367.33
Austin,4/18/2016,810.23
Bandera,4/18/2016,581.44
Bastrop,4/18/2016,2172.62
Baylor,4/18/2016,54.18
Bee,4/18/2016,940.58
Bell,4/18/2016,9531.77
Bexar,4/18/2016,51647.78
Blanco,4/18/2016,300.91
Borden,4/18/2016,65.84
Bosque,4/18/2016,514.92
Bowie,4/18/2016,1406.63
Brazoria,4/18/2016,12115.44
Brazos,4/18/2016,3656.26
Brewster,4/18/2016,926.38
Briscoe,4/18/2016,23.18
Brooks,4/18/2016,205.89
Brown,4/18/2016,1090.43
Burleson,4/18/2016,480.15
Burnet,4/18/2016,1250.73
Caldwell,4/18/2016,1107.87
Calhoun,4/18/2016,781.03
Callahan,4/18/2016,552.10
Cameron,4/18/2016,12032.21
Carson,4/18/2016,90.67
Castro,4/18/2016,117.33
Chambers,4/18/2016,1366.79
Cherokee,4/18/2016,889.83
Childress,4/18/2016,106.92
Clay,4/18/2016,156.38
Coke,4/18/2016,132.95
Coleman,4/18/2016,344.42
Collin,4/18/2016,25636.22
Collingsworth,4/18/2016,45.47
Colorado,4/18/2016,576.57
Comal,4/18/2016,3442.36
Comanche,4/18/2016,392.39
Concho,4/18/2016,165.47
Cooke,4/18/2016,584.52
Coryell,4/18/2016,2188.25
Cottle,4/18/2016,21.33
Crane,4/18/2016,499.90
Crockett,4/18/2016,384.97
Crosby,4/18/2016,88.96
Culberson,4/18/2016,228.84
Dallas,4/18/2016,72938.73
Dawson,4/18/2016,1350.45
DeWitt,4/18/2016,575.62
Deaf Smith,4/18/2016,289.45
Delta,4/18/2016,91.60
Denton,4/18/2016,21817.10
Dickens,4/18/2016,33.45
Dimmit,4/18/2016,317.40
Duval,4/18/2016,330.10
Eastland,4/18/2016,526.37
Ector,4/18/2016,15542.92
Edwards,4/18/2016,76.76
Ellis,4/18/2016,24137.46
Erath,4/18/2016,1162.63
Falls,4/18/2016,492.00
Fannin,4/18/2016,508.97
Fayette,4/18/2016,691.09
Fisher,4/18/2016,156.51
Floyd,4/18/2016,89.69
Foard,4/18/2016,19.25
Fort Bend,4/18/2016,24556.81
Franklin,4/18/2016,185.32
Freestone,4/18/2016,345.47
Frio,4/18/2016,530.40
Galveston,4/18/2016,11258.12
Garza,4/18/2016,97.06
Gillespie,4/18/2016,1042.68
Glasscock,4/18/2016,130.37
Goliad,4/18/2016,216.05
Gonzales,4/18/2016,569.44
Gray,4/18/2016,347.51
Grayson,4/18/2016,1862.96
Gregg,4/18/2016,2153.78
Grimes,4/18/2016,474.97
Guadalupe,4/18/2016,4097.87
Hale,4/18/2016,523.59
Hall,4/18/2016,47.48
Hamilton,4/18/2016,237.44
Hardeman,4/18/2016,59.23
Hardin,4/18/2016,972.31
Harris,4/18/2016,159140.15
Haskell,4/18/2016,87.01
Hays,4/18/2016,5149.16
Henderson,4/18/2016,1386.11
Hidalgo,4/18/2016,23786.51
Hill,4/18/2016,1009.18
Hood,4/18/2016,1561.53
Hopkins,4/18/2016,627.95
Houston,4/18/2016,397.54
Howard,4/18/2016,3701.40
Hudspeth,4/18/2016,324.28
Hunt,4/18/2016,2562.74
Irion,4/18/2016,64.30
Jack,4/18/2016,256.43
Jackson,4/18/2016,528.09
Jeff Davis,4/18/2016,222.56
Jim Hogg,4/18/2016,150.43
Jim Wells,4/18/2016,1183.60
Johnson,4/18/2016,4559.84
Jones,4/18/2016,814.52
Karnes,4/18/2016,414.81
Kaufman,4/18/2016,3221.36
Kendall,4/18/2016,1082.01
Kenedy,4/18/2016,11.44
Kent,4/18/2016,11.85
Kerr,4/18/2016,2065.82
Kimble,4/18/2016,181.32
King,4/18/2016,3.95
Kinney,4/18/2016,144.07
Kleberg,4/18/2016,921.32
Knox,4/18/2016,58.15
La Salle,4/18/2016,213.91
Lamar,4/18/2016,746.86
Lampasas,4/18/2016,823.52
Lavaca,4/18/2016,548.81
Lee,4/18/2016,465.93
Leon,4/18/2016,294.76
Liberty,4/18/2016,1365.59
Limestone,4/18/2016,681.25
Live Oak,4/18/2016,346.07
Llano,4/18/2016,797.12
