Date,Texas,TexasPredicted,TexasDelta,Coastal,CoastalPredicted,CoastalDelta,East,EastPredicted,EastDelta,Far West,FarWestPredicted,FarWestDelta,North,NorthPredicted,NorthDelta,North Cental,NorthCentralPredicted,NorthCentralDelta,South,SouthPredicted,SouthDelta,South Central,SouthCentralPredicted,SouthCentralDelta,West,WestPredicted,WestDelta
12/26/15 23:00:00,32303.68,32373.62,0.22%,10104.53,9972.92,1.30%,1018.89,999.37,1.92%,2115.23,2138.12,1.08%,715.79,783.11,9.41%,9084.21,9545.15,5.07%,2993.35,2865.39,4.27%,5299.79,5117.19,3.45%,971.88,952.36,2.01%
12/27/15 00:00:00,30523.16,30864.28,1.12%,9545.11,9355.71,1.98%,953.62,953.50,0.01%,2100.00,2111.00,0.52%,688.63,749.44,8.83%,8550.66,9168.07,7.22%,2806.67,2685.71,4.31%,4915.17,4871.84,0.88%,963.30,969.01,0.59%
12/27/15 01:00:00,29255.50,29850.23,2.03%,9160.81,9026.89,1.46%,913.25,924.21,1.20%,2088.77,2086.36,0.12%,678.75,723.66,6.62%,8167.10,8982.39,9.98%,2646.99,2527.46,4.52%,4649.68,4607.16,0.91%,950.16,972.09,2.31%
12/27/15 02:00:00,28479.32,29160.48,2.39%,8881.58,8719.81,1.82%,881.77,905.26,2.66%,2095.51,2084.44,0.53%,677.95,715.71,5.57%,7995.89,8849.80,10.68%,2538.53,2432.09,4.19%,4466.07,4474.11,0.18%,942.03,979.26,3.95%
12/27/15 03:00:00,28191.61,29078.83,3.15%,8766.66,8589.92,2.02%,866.05,888.76,2.62%,2106.78,2115.10,0.40%,681.46,722.13,5.97%,7985.20,8906.54,11.54%,2470.88,2388.42,3.34%,4368.65,4436.44,1.55%,945.94,1031.52,9.05%
12/27/15 04:00:00,28228.28,29098.97,3.08%,8692.91,8560.41,1.52%,849.80,882.26,3.82%,2126.44,2136.55,0.48%,690.26,728.32,5.51%,8140.60,9217.88,13.23%,2437.89,2263.76,7.14%,4323.68,4283.40,0.93%,966.69,1026.39,6.18%
12/27/15 05:00:00,28584.83,29522.05,3.28%,8740.29,8771.26,0.35%,867.27,898.74,3.63%,2137.44,2151.28,0.65%,719.41,757.50,5.29%,8442.94,9243.31,9.48%,2439.74,2334.47,4.31%,4240.28,4301.42,1.44%,997.46,1064.07,6.68%
12/27/15 06:00:00,29255.34,32854.97,12.30%,8845.23,8702.94,1.61%,902.62,936.39,3.74%,2143.14,2167.59,1.14%,751.34,829.76,10.44%,8937.58,12062.46,34.96%,2481.66,2386.94,3.82%,4145.70,4661.80,12.45%,1048.06,1107.09,5.63%
12/27/15 07:00:00,30342.76,33599.86,10.73%,8956.15,9035.97,0.89%,928.89,967.40,4.15%,2168.78,2165.56,0.15%,800.68,857.29,7.07%,9627.34,11834.95,22.93%,2503.27,2403.58,3.98%,4252.72,5176.80,21.73%,1104.93,1158.31,4.83%
12/27/15 08:00:00,31962.39,35572.74,11.30%,9182.86,9077.75,1.14%,978.26,1013.89,3.64%,2176.47,2205.66,1.34%,848.45,890.06,4.90%,10529.87,13048.31,23.92%,2600.08,2574.97,0.97%,4479.26,5552.07,23.95%,1167.14,1210.03,3.67%
12/27/15 09:00:00,34049.86,37383.82,9.79%,9629.03,9591.59,0.39%,1030.78,1066.84,3.50%,2216.17,2208.54,0.34%,876.94,898.70,2.48%,11490.68,13842.18,20.46%,2736.32,2744.10,0.28%,4852.87,5770.43,18.91%,1217.07,1261.44,3.65%
12/27/15 10:00:00,35575.66,38123.88,7.16%,10002.44,9988.01,0.14%,1047.42,1092.55,4.31%,2244.14,2196.58,2.12%,892.57,934.86,4.74%,12229.39,14013.49,14.59%,2759.24,2797.87,1.40%,5140.26,5834.69,13.51%,1260.22,1265.84,0.45%
12/27/15 11:00:00,36596.90,38089.16,4.08%,10284.72,10165.10,1.16%,1065.86,1137.66,6.74%,2266.51,2184.03,3.64%,899.01,935.91,4.10%,12711.40,13879.61,9.19%,2742.53,2762.01,0.71%,5347.36,5747.01,7.47%,1279.51,1277.84,0.13%
12/27/15 12:00:00,37172.76,38319.02,3.08%,10427.34,10070.17,3.43%,1061.31,1144.60,7.85%,2273.46,2163.66,4.83%,904.51,915.72,1.24%,12972.64,13976.62,7.74%,2712.42,2851.46,5.13%,5507.92,5909.09,7.28%,1313.16,1287.71,1.94%
12/27/15 13:00:00,37629.98,37718.62,0.24%,10515.53,10064.98,4.28%,1059.43,1144.18,8.00%,2269.11,2170.69,4.34%,901.87,902.82,0.11%,13219.96,13418.20,1.50%,2699.63,2806.19,3.95%,5626.03,5922.42,5.27%,1338.42,1289.15,3.68%
12/27/15 14:00:00,37649.68,37962.58,0.83%,10453.94,9641.88,7.77%,1052.52,1146.06,8.89%,2242.33,2175.77,2.97%,897.13,907.48,1.15%,13238.61,13735.26,3.75%,2694.73,3097.73,14.95%,5730.70,5969.17,4.16%,1339.72,1289.22,3.77%
12/27/15 15:00:00,37681.42,37735.81,0.14%,10239.04,9866.06,3.64%,1062.45,1138.87,7.19%,2236.79,2171.09,2.94%,892.45,891.97,0.05%,13257.29,13351.70,0.71%,2751.01,3000.81,9.08%,5899.63,6026.32,2.15%,1342.75,1288.99,4.00%
12/27/15 16:00:00,37804.69,38040.45,0.62%,9938.46,9462.01,4.79%,1077.22,1146.42,6.42%,2239.18,2151.37,3.92%,898.03,907.43,1.05%,13297.52,13908.79,4.60%,2824.37,2920.86,3.42%,6179.35,6246.27,1.08%,1350.56,1297.30,3.94%
12/27/15 17:00:00,39036.08,39388.93,0.90%,9853.74,9804.76,0.50%,1139.72,1208.77,6.06%,2279.70,2174.81,4.60%,925.87,944.66,2.03%,13838.84,14450.04,4.42%,2999.84,3054.42,1.82%,6613.23,6438.46,2.64%,1385.14,1313.00,5.21%
12/27/15 18:00:00,39901.15,41442.35,3.86%,9790.95,10586.27,8.12%,1177.19,1260.83,7.11%,2353.68,2269.07,3.60%,930.98,950.17,2.06%,14101.17,14889.28,5.59%,3203.38,3280.90,2.42%,6907.88,6847.44,0.88%,1435.92,1358.41,5.40%
12/27/15 19:00:00,39665.72,41193.02,3.85%,9598.97,10572.33,10.14%,1159.65,1256.72,8.37%,2354.90,2233.30,5.16%,911.18,925.79,1.60%,13965.13,14620.43,4.69%,3280.60,3461.52,5.51%,6952.82,6767.83,2.66%,1442.47,1355.09,6.06%
12/27/15 20:00:00,39254.89,40578.21,3.37%,9435.45,10148.52,7.56%,1130.85,1237.70,9.45%,2342.07,2244.01,4.19%,897.45,917.17,2.20%,13739.15,14435.61,5.07%,3307.86,3533.65,6.83%,6966.69,6721.53,3.52%,1435.38,1340.01,6.64%
12/27/15 21:00:00,38572.33,39973.57,3.63%,9261.63,9872.03,6.59%,1101.28,1222.33,10.99%,2312.36,2206.88,4.56%,879.68,881.62,0.22%,13401.62,14347.69,7.06%,3293.11,3478.86,5.64%,6912.59,6648.59,3.82%,1410.07,1315.57,6.70%
12/27/15 22:00:00,37039.52,38069.46,2.78%,8903.73,9582.43,7.62%,1047.09,1203.12,14.90%,2264.69,2162.01,4.53%,839.05,850.54,1.37%,12730.79,13428.83,5.48%,3211.43,3097.98,3.53%,6689.30,6474.46,3.21%,1353.44,1270.09,6.16%
12/27/15 23:00:00,35425.24,36098.27,1.90%,8510.72,9257.19,8.77%,989.39,1155.48,16.79%,2222.22,2155.47,3.00%,809.16,810.08,0.11%,12074.16,12047.67,0.22%,3098.18,3173.62,2.43%,6414.79,6265.10,2.33%,1306.62,1233.67,5.58%
12/28/15 00:00:00,34288.71,35689.57,4.09%,8197.81,9209.81,12.34%,968.43,1197.82,23.69%,2156.27,2122.00,1.59%,787.89,800.10,1.55%,11675.25,11958.53,2.43%,2991.95,3012.13,0.67%,6212.08,6164.38,0.77%,1299.03,1224.81,5.71%
12/28/15 01:00:00,33658.69,35326.48,4.95%,8042.55,9122.83,13.43%,960.46,1209.29,25.91%,2135.26,2099.33,1.68%,773.26,794.03,2.68%,11405.38,11885.62,4.21%,2924.01,2993.93,2.39%,6128.17,5992.85,2.21%,1289.59,1228.61,4.73%
12/28/15 02:00:00,33532.45,35130.63,4.77%,8021.61,9131.49,13.84%,968.32,1206.96,24.64%,2126.39,2098.82,1.30%,775.59,809.45,4.37%,11371.65,11720.48,3.07%,2891.18,3015.08,4.29%,6096.31,5926.26,2.79%,1281.42,1222.09,4.63%
12/28/15 03:00:00,34057.84,35574.60,4.45%,8155.25,9050.80,10.98%,1005.64,1242.22,23.53%,2120.89,2115.10,0.27%,776.39,801.84,3.28%,11636.68,12109.69,4.06%,2912.90,3010.25,3.34%,6165.52,6021.46,2.34%,1284.56,1223.23,4.77%
12/28/15 04:00:00,35271.12,36690.79,4.03%,8493.89,9418.89,10.89%,1068.26,1301.50,21.83%,2120.95,2136.55,0.74%,782.80,819.53,4.69%,12174.60,12535.15,2.96%,2980.25,3082.17,3.42%,6348.70,6157.39,3.01%,1301.68,1239.61,4.77%
12/28/15 05:00:00,37633.00,39272.42,4.36%,9080.65,10133.31,11.59%,1173.97,1416.87,20.69%,2140.55,2151.28,0.50%,821.45,856.59,4.28%,13192.11,13625.75,3.29%,3119.47,3184.01,2.07%,6760.11,6628.10,1.95%,1344.69,1276.51,5.07%
12/28/15 06:00:00,40536.80,41950.32,3.49%,9867.58,10834.22,9.80%,1281.80,1579.58,23.23%,2169.42,2187.90,0.85%,865.98,926.68,7.01%,14317.11,14314.81,0.02%,3366.19,3489.85,3.67%,7261.30,7255.47,0.08%,1407.43,1361.81,3.24%
12/28/15 07:00:00,42461.36,44644.13,5.14%,10377.51,11709.65,12.84%,1425.47,1569.67,10.12%,2189.87,2294.80,4.79%,913.01,953.95,4.48%,15009.39,15451.85,2.95%,3512.91,3817.62,8.67%,7584.92,7426.89,2.08%,1448.27,1419.70,1.97%
12/28/15 08:00:00,43303.82,43942.28,1.47%,10725.92,11484.01,7.07%,1495.30,1564.56,4.63%,2187.97,2246.14,2.66%,941.37,975.87,3.67%,15363.48,15613.72,1.63%,3532.86,3545.25,0.35%,7591.68,7095.85,6.53%,1465.24,1416.88,3.30%
12/28/15 09:00:00,43943.39,43519.26,0.97%,11000.96,11314.86,2.85%,1543.82,1577.25,2.17%,2191.77,2211.00,0.88%,960.62,961.54,0.10%,15739.83,15354.93,2.45%,3499.07,3538.08,1.11%,7536.04,7153.56,5.08%,1471.28,1408.03,4.30%
12/28/15 10:00:00,43988.89,42433.19,3.54%,11010.19,11083.55,0.67%,1567.14,1571.39,0.27%,2175.40,2201.59,1.20%,973.78,957.03,1.72%,15969.20,14963.05,6.30%,3405.09,3277.03,3.76%,7433.82,7002.07,5.81%,1454.26,1377.48,5.28%
12/28/15 11:00:00,43386.72,41661.85,3.98%,10846.54,10875.17,0.26%,1554.64,1532.18,1.44%,2147.45,2167.49,0.93%,983.63,949.16,3.50%,15965.54,14865.09,6.89%,3267.98,3188.65,2.43%,7209.12,6739.39,6.52%,1411.82,1344.71,4.75%
12/28/15 12:00:00,42389.51,40188.36,5.19%,10598.67,10620.83,0.21%,1537.78,1510.90,1.75%,2111.04,2163.66,2.49%,972.03,915.72,5.79%,15797.90,14124.22,10.59%,3097.06,2942.31,5.00%,6921.68,6612.82,4.46%,1353.35,1297.90,4.10%
12/28/15 13:00:00,41529.58,39638.40,4.55%,10401.02,10569.72,1.62%,1547.26,1500.69,3.01%,2085.56,2154.91,3.33%,963.92,902.82,6.34%,15627.97,14005.96,10.38%,2950.11,2797.21,5.18%,6644.15,6433.90,3.16%,1309.59,1273.20,2.78%
12/28/15 14:00:00,40840.07,39581.82,3.08%,10255.79,10369.90,1.11%,1541.71,1474.34,4.37%,2044.68,2085.57,2.00%,956.02,907.48,5.08%,15517.13,14451.52,6.87%,2847.27,2812.08,1.24%,6410.86,6248.59,2.53%,1266.61,1232.35,2.70%
12/28/15 15:00:00,40579.24,38615.96,4.84%,10182.32,10138.25,0.43%,1540.83,1481.04,3.88%,2029.36,2108.71,3.91%,956.04,897.92,6.08%,15520.01,13781.88,11.20%,2775.60,2764.25,0.41%,6333.48,6236.50,1.53%,1241.60,1207.41,2.75%
12/28/15 16:00:00,40898.60,39208.06,4.13%,10238.50,10396.33,1.54%,1572.51,1517.50,3.50%,2032.04,2119.87,4.32%,957.67,913.11,4.65%,15671.01,13908.79,11.25%,2743.77,2763.34,0.71%,6442.00,6386.15,0.87%,1241.10,1202.96,3.07%
12/28/15 17:00:00,42951.63,41180.67,4.12%,10846.15,10776.32,0.64%,1644.45,1563.94,4.90%,2079.29,2150.87,3.44%,981.16,949.63,3.21%,16333.94,14822.02,9.26%,2830.34,2837.24,0.24%,6936.04,6857.73,1.13%,1300.26,1222.92,5.95%
12/28/15 18:00:00,44921.88,43237.05,3.75%,11302.86,11173.47,1.14%,1692.33,1621.06,4.21%,2184.55,2216.69,1.47%,1001.47,960.18,4.12%,16697.56,15557.72,6.83%,3137.05,3167.35,0.97%,7515.76,7239.13,3.68%,1390.31,1301.45,6.39%
12/28/15 19:00:00,44821.25,43552.92,2.83%,11286.76,11274.37,0.11%,1681.40,1612.13,4.12%,2219.10,2235.71,0.75%,981.45,950.40,3.16%,16438.25,15426.34,6.16%,3230.07,3445.71,6.68%,7576.97,7307.11,3.56%,1407.26,1301.15,7.54%
12/28/15 20:00:00,44291.86,42877.47,3.19%,11130.49,11013.09,1.05%,1644.99,1579.68,3.97%,2229.04,2232.35,0.15%,967.45,946.23,2.19%,16123.46,15325.46,4.95%,3270.06,3349.63,2.43%,7522.07,7086.35,5.79%,1404.28,1344.67,4.24%
12/28/15 21:00:00,43049.94,42045.62,2.33%,10797.56,11037.80,2.22%,1578.08,1536.51,2.63%,2199.53,2195.92,0.16%,940.69,909.51,3.31%,15584.13,15025.35,3.59%,3248.42,3141.69,3.29%,7323.73,6887.84,5.95%,1377.80,1311.00,4.85%
12/28/15 22:00:00,41167.08,40048.29,2.72%,10293.44,10509.62,2.10%,1504.15,1451.96,3.47%,2157.33,2161.10,0.17%,902.03,890.82,1.24%,14868.15,14199.30,4.50%,3156.89,3056.23,3.19%,6960.88,6530.81,6.18%,1324.19,1248.46,5.72%
12/28/15 23:00:00,39184.68,38331.12,2.18%,9741.45,9895.16,1.58%,1425.34,1371.38,3.79%,2119.97,2138.15,0.86%,870.22,854.19,1.84%,14133.06,13767.11,2.59%,3014.91,3037.26,0.74%,6599.23,6075.98,7.93%,1280.49,1191.90,6.92%
12/29/15 00:00:00,37722.23,36771.78,2.52%,9348.70,9342.37,0.07%,1372.31,1325.97,3.38%,2135.18,2118.66,0.77%,871.31,848.88,2.57%,13516.85,13252.18,1.96%,2895.24,2896.71,0.05%,6323.21,5837.36,7.68%,1259.43,1149.65,8.72%
12/29/15 01:00:00,36969.29,36111.00,2.32%,9088.02,9362.32,3.02%,1347.63,1316.06,2.34%,2127.00,2099.33,1.30%,862.97,837.78,2.92%,13297.37,12834.88,3.48%,2819.55,2755.12,2.29%,6174.50,5736.53,7.09%,1252.25,1168.99,6.65%
12/29/15 02:00:00,36651.32,35683.40,2.64%,8984.25,9092.21,1.20%,1302.87,1291.54,0.87%,2130.45,2102.75,1.30%,870.02,854.23,1.82%,13247.46,12844.06,3.05%,2763.47,2712.86,1.83%,6106.76,5624.98,7.89%,1246.05,1160.76,6.84%
12/29/15 03:00:00,36742.90,35837.95,2.46%,8995.36,9008.76,0.15%,1337.21,1306.56,2.29%,2129.86,2117.65,0.57%,877.64,880.64,0.34%,13300.53,13009.37,2.19%,2750.69,2746.80,0.14%,6105.73,5596.18,8.35%,1245.87,1172.00,5.93%
12/29/15 04:00:00,37538.57,36940.33,1.59%,9230.33,9229.57,0.01%,1341.91,1349.72,0.58%,2140.31,2136.55,0.18%,897.39,878.57,2.10%,13618.62,13471.49,1.08%,2786.14,2774.06,0.43%,6258.51,5906.57,5.62%,1265.35,1193.80,5.65%
12/29/15 05:00:00,39486.28,39299.71,0.47%,9721.94,9923.62,2.07%,1427.09,1433.11,0.42%,2171.25,2165.09,0.28%,933.99,928.22,0.62%,14393.40,14156.78,1.64%,2894.49,3005.27,3.83%,6630.21,6420.25,3.17%,1313.91,1267.37,3.54%
12/29/15 06:00:00,41974.15,42673.66,1.67%,10304.99,10825.74,5.05%,1519.92,1604.61,5.57%,2207.66,2198.29,0.42%,975.90,974.55,0.14%,15409.09,15272.54,0.89%,3080.50,3232.98,4.95%,7083.25,7202.37,1.68%,1392.85,1362.58,2.17%
12/29/15 07:00:00,43227.63,44336.19,2.56%,10644.66,11266.14,5.84%,1518.15,1651.18,8.76%,2245.77,2267.40,0.96%,1005.76,1007.72,0.19%,15886.66,15832.37,0.34%,3179.63,3327.55,4.65%,7305.40,7556.37,3.44%,1441.60,1427.46,0.98%
12/29/15 08:00:00,43215.18,44081.66,2.01%,10827.11,11338.49,4.72%,1495.35,1634.11,9.28%,2241.62,2264.09,1.00%,1008.42,1000.68,0.77%,15794.91,15534.39,1.65%,3194.12,3401.96,6.51%,7214.21,7486.61,3.78%,1439.44,1421.34,1.26%
12/29/15 09:00:00,42454.47,43057.74,1.42%,10841.64,11089.91,2.29%,1493.81,1606.33,7.53%,2187.50,2205.06,0.80%,992.30,1011.23,1.91%,15301.01,15174.75,0.83%,3201.54,3340.56,4.34%,7028.94,7228.19,2.83%,1407.73,1401.70,0.43%
12/29/15 10:00:00,41427.52,41784.42,0.86%,10679.84,11071.58,3.67%,1476.63,1526.99,3.41%,2150.06,2171.87,1.01%,960.68,966.92,0.65%,14840.04,14599.06,1.62%,3168.96,3185.29,0.52%,6798.88,6912.83,1.68%,1352.44,1349.88,0.19%
12/29/15 11:00:00,40560.33,40984.58,1.05%,10530.25,10690.59,1.52%,1484.79,1493.65,0.60%,2115.56,2147.51,1.51%,930.78,930.94,0.02%,14474.53,14581.17,0.74%,3112.82,3149.07,1.16%,6631.55,6711.48,1.21%,1280.04,1280.17,0.01%
12/29/15 12:00:00,39478.00,39760.15,0.71%,10357.91,10620.83,2.54%,1451.52,1439.27,0.84%,2060.24,2108.15,2.33%,896.76,893.95,0.31%,14004.57,14124.22,0.85%,3036.67,2895.95,4.63%,6464.00,6473.60,0.15%,1206.33,1204.18,0.18%
12/29/15 13:00:00,38343.81,38683.35,0.89%,10282.64,10516.11,2.27%,1417.80,1418.47,0.05%,2036.66,2089.95,2.62%,867.95,902.82,4.02%,13361.94,13486.75,0.93%,2969.66,2862.74,3.60%,6260.44,6249.80,0.17%,1146.73,1156.73,0.87%
12/29/15 14:00:00,37397.18,37814.93,1.12%,10148.07,10292.55,1.42%,1363.15,1389.39,1.92%,2012.39,2023.51,0.55%,843.64,846.50,0.34%,12812.70,13118.69,2.39%,2911.28,2865.06,1.59%,6189.72,6150.16,0.64%,1116.23,1129.07,1.15%
12/29/15 15:00:00,37108.44,37503.62,1.06%,10125.29,10128.44,0.03%,1389.93,1380.64,0.67%,1994.61,2018.07,1.18%,827.11,834.67,0.91%,12538.26,13009.39,3.76%,2877.92,2897.51,0.68%,6249.70,6112.47,2.20%,1105.63,1122.43,1.52%
12/29/15 16:00:00,37645.76,38152.93,1.35%,10176.91,10350.46,1.71%,1429.39,1404.63,1.73%,2006.84,2017.72,0.54%,843.77,864.66,2.48%,12761.87,13342.00,4.55%,2887.03,2844.06,1.49%,6420.12,6198.34,3.45%,1119.83,1131.05,1.00%
12/29/15 17:00:00,40013.41,40361.90,0.87%,10688.66,10840.05,1.42%,1514.58,1467.01,3.14%,2060.52,2102.25,2.03%,899.00,881.15,1.99%,13841.93,14450.04,4.39%,2998.88,2998.86,0.00%,6834.00,6455.72,5.54%,1175.84,1166.82,0.77%
12/29/15 18:00:00,41871.50,41410.69,1.10%,10944.39,10806.18,1.26%,1519.08,1532.03,0.85%,2183.98,2195.42,0.52%,938.42,920.50,1.91%,14671.42,14723.82,0.36%,3197.46,3211.92,0.45%,7156.26,6802.18,4.95%,1260.49,1218.65,3.32%
12/29/15 19:00:00,41671.07,41088.78,1.40%,10805.67,10754.71,0.47%,1510.96,1483.91,1.79%,2228.04,2220.54,0.34%,932.17,932.00,0.02%,14629.20,14507.92,0.83%,3185.26,3147.54,1.18%,7116.58,6815.90,4.23%,1263.18,1226.27,2.92%
12/29/15 20:00:00,41056.75,40536.49,1.27%,10593.16,10584.92,0.08%,1490.92,1478.19,0.85%,2235.07,2232.35,0.12%,919.00,928.22,1.00%,14425.32,14174.72,1.74%,3131.34,3089.77,1.33%,7002.59,6806.05,2.81%,1259.35,1242.27,1.36%
12/29/15 21:00:00,39794.25,39066.19,1.83%,10263.18,10149.36,1.11%,1441.94,1424.97,1.18%,2220.43,2195.92,1.10%,893.07,886.61,0.72%,13937.17,13638.05,2.15%,3046.42,2975.34,2.33%,6762.62,6604.62,2.34%,1229.41,1191.33,3.10%
12/29/15 22:00:00,37862.77,36772.74,2.88%,9784.99,9556.86,2.33%,1387.61,1339.28,3.48%,2189.06,2161.10,1.28%,852.80,866.30,1.58%,13155.37,12699.51,3.47%,2914.29,2812.94,3.48%,6399.65,6141.08,4.04%,1178.99,1195.67,1.41%
12/29/15 23:00:00,35783.51,35053.68,2.04%,9250.69,9098.43,1.65%,1296.65,1248.11,3.74%,2161.16,2151.69,0.44%,819.63,821.19,0.19%,12416.97,12266.26,1.21%,2735.79,2693.64,1.54%,5967.20,5618.86,5.84%,1135.42,1155.52,1.77%
12/30/15 00:00:00,34364.64,32993.14,3.99%,8834.73,8743.11,1.04%,1254.45,1200.71,4.28%,2165.00,2126.44,1.78%,796.60,804.36,0.97%,11948.40,11375.01,4.80%,2598.21,2391.84,7.94%,5637.71,5218.93,7.43%,1129.54,1132.74,0.28%
12/30/15 01:00:00,33676.67,32221.79,4.32%,8642.43,8539.19,1.19%,1228.57,1174.74,4.38%,2172.04,2103.36,3.16%,786.82,802.91,2.04%,11765.22,11192.57,4.87%,2511.21,2352.72,6.31%,5449.34,4933.27,9.47%,1121.03,1123.04,0.18%
12/30/15 02:00:00,33390.19,32221.66,3.50%,8538.91,8356.88,2.13%,1213.20,1156.16,4.70%,2174.84,2091.23,3.84%,788.48,812.12,3.00%,11742.17,11552.81,1.61%,2469.45,2245.76,9.06%,5334.15,4907.57,8.00%,1128.99,1099.12,2.65%
12/30/15 03:00:00,33578.37,32919.67,1.96%,8522.39,8302.91,2.58%,1214.60,1170.16,3.66%,2184.95,2125.75,2.71%,793.93,797.56,0.46%,11925.44,12115.15,1.59%,2467.01,2374.42,3.75%,5323.75,4918.67,7.61%,1146.29,1115.06,2.73%
12/30/15 04:00:00,34473.32,33823.10,1.89%,8681.78,8415.04,3.07%,1237.70,1198.39,3.18%,2184.24,2141.75,1.95%,811.24,819.53,1.02%,12423.17,12640.82,1.75%,2514.93,2409.25,4.20%,5434.36,5081.27,6.50%,1185.90,1117.05,5.81%
12/30/15 05:00:00,36423.69,36264.40,0.44%,9112.24,9215.91,1.14%,1306.12,1285.22,1.60%,2213.57,2179.04,1.56%,848.06,865.16,2.02%,13306.62,13426.57,0.90%,2621.10,2573.81,1.80%,5772.89,5507.53,4.60%,1243.09,1211.15,2.57%
12/30/15 06:00:00,38906.66,39656.26,1.93%,9687.82,10030.79,3.54%,1384.76,1446.46,4.46%,2251.42,2242.27,0.41%,901.23,917.91,1.85%,14368.34,14460.78,0.64%,2814.30,2889.35,2.67%,6184.93,6345.99,2.60%,1313.86,1322.72,0.67%
12/30/15 07:00:00,40281.73,40915.57,1.57%,9999.78,10143.80,1.44%,1431.30,1491.43,4.20%,2296.92,2313.82,0.74%,934.10,947.13,1.39%,14950.83,15056.89,0.71%,2945.92,3016.14,2.38%,6385.02,6604.48,3.44%,1337.85,1341.90,0.30%
12/30/15 08:00:00,40322.72,41687.72,3.39%,10205.63,10564.61,3.52%,1441.51,1487.88,3.22%,2285.77,2266.68,0.84%,934.15,950.07,1.70%,14715.70,15249.80,3.63%,3017.15,3293.14,9.15%,6381.89,6503.20,1.90%,1340.92,1372.31,2.34%
12/30/15 09:00:00,40055.34,41113.85,2.64%,10441.94,10709.77,2.56%,1445.02,1501.88,3.93%,2266.28,2224.16,1.86%,918.23,951.59,3.63%,14210.71,14570.77,2.53%,3100.29,3331.12,7.45%,6335.76,6484.87,2.35%,1337.11,1339.69,0.19%
12/30/15 10:00:00,39421.18,39828.40,1.03%,10567.87,10572.77,0.05%,1423.12,1453.17,2.11%,2237.62,2200.99,1.64%,889.01,902.20,1.48%,13631.02,13849.89,1.61%,3164.17,3251.94,2.77%,6209.48,6307.92,1.59%,1298.88,1289.51,0.72%
12/30/15 11:00:00,38350.44,38718.63,0.96%,10497.46,10613.40,1.10%,1342.73,1412.08,5.16%,2184.64,2178.71,0.27%,856.68,870.35,1.60%,13025.98,13036.00,0.08%,3169.16,3293.52,3.92%,6034.87,6086.31,0.85%,1238.93,1228.27,0.86%
12/30/15 12:00:00,37156.26,37501.53,0.93%,10369.00,10395.86,0.26%,1295.92,1367.68,5.54%,2109.07,2096.40,0.60%,823.75,855.40,3.84%,12405.20,12638.45,1.88%,3138.33,3102.25,1.15%,5837.02,5872.10,0.60%,1177.97,1173.39,0.39%
12/30/15 13:00:00,36165.66,36644.32,1.32%,10290.69,10562.82,2.64%,1286.81,1333.12,3.60%,2065.85,2086.08,0.98%,797.96,820.01,2.76%,11870.54,12072.17,1.70%,3082.26,2903.86,5.79%,5643.81,5734.60,1.61%,1127.74,1131.65,0.35%
12/30/15 14:00:00,35443.34,35725.66,0.80%,10243.21,10406.28,1.59%,1280.42,1307.35,2.10%,2029.27,2025.59,0.18%,781.05,802.30,2.72%,11437.68,11528.64,0.80%,3032.29,2911.25,3.99%,5556.40,5656.89,1.81%,1083.01,1087.36,0.40%
12/30/15 15:00:00,35099.59,35178.71,0.23%,10220.10,10170.02,0.49%,1271.85,1288.31,1.29%,2010.60,2018.07,0.37%,776.90,799.95,2.97%,11237.65,11267.57,0.27%,3007.13,2913.42,3.12%,5508.37,5649.75,2.57%,1067.01,1071.62,0.43%
12/30/15 16:00:00,35461.83,36314.78,2.41%,10255.48,10254.27,0.01%,1288.87,1311.55,1.76%,2026.39,2009.91,0.81%,792.42,815.17,2.87%,11397.11,12035.98,5.61%,3028.02,2986.56,1.37%,5595.89,5804.90,3.74%,1077.64,1096.42,1.74%
12/30/15 17:00:00,37705.98,38321.43,1.63%,10737.28,10463.29,2.55%,1384.55,1391.15,0.48%,2066.75,2070.16,0.17%,840.25,853.22,1.54%,12368.01,13133.89,6.19%,3138.68,3074.59,2.04%,6034.86,6182.06,2.44%,1135.60,1153.06,1.54%
12/30/15 18:00:00,39662.65,39681.52,0.05%,10836.85,10603.94,2.15%,1459.66,1456.97,0.18%,2161.23,2156.22,0.23%,887.15,906.59,2.19%,13273.70,13286.23,0.09%,3312.11,3321.28,0.28%,6514.40,6708.94,2.99%,1217.55,1241.35,1.95%
12/30/15 19:00:00,39674.17,40432.29,1.91%,10678.83,10676.79,0.02%,1430.57,1474.41,3.06%,2188.03,2210.15,1.01%,896.18,925.95,3.32%,13388.68,13995.04,4.53%,3300.71,3153.94,4.45%,6554.97,6742.98,2.87%,1236.19,1253.02,1.36%
12/30/15 20:00:00,39485.83,40189.16,1.78%,10515.41,10551.33,0.34%,1388.09,1462.55,5.36%,2213.74,2221.87,0.37%,899.96,916.32,1.82%,13449.82,13989.82,4.01%,3266.99,3215.21,1.58%,6517.62,6594.74,1.18%,1234.18,1237.30,0.25%
12/30/15 21:00:00,38711.46,38906.44,0.50%,10192.38,10057.19,1.33%,1359.28,1441.40,6.04%,2213.93,2195.92,0.81%,887.37,883.03,0.49%,13284.47,13589.42,2.30%,3193.05,3204.25,0.35%,6364.38,6319.50,0.71%,1216.60,1215.73,0.07%
